Headlines,Author_Dates,Summaries,Author,Date
Supreme Court dismisses Devendra Fadnavis’s plea seeking review in poll affidavit case,"PTI - 3 March, 2020",The top court in 2019 revived a criminal complaint against Fadnavis for allegedly failing to show details of two pending criminal cases in his 2014 poll affidavit.,PTI ," 3 March, 2020"
‘Wore saree to look Hindu’ — How women in riot-hit Northeast Delhi escaped the mob,"Fatima Khan - 3 March, 2020","Women at a relief camp in Mustafabad recall how they hid from the mob and finally fled to safety on 25 February, the worst day of the Delhi riots.",Fatima Khan ," 3 March, 2020"
"‘How do we turn away gun-wielding men?’ Pulwama woman asks after arrest of daughter, husband","Azaan Javaid - 3 March, 2020","Tariq Shah and daughter Insha Jan were arrested for ‘facilitating’ militants before Pulwama attack, but Tariq’s wife Naseem says they had nothing to do with it.",Azaan Javaid ," 3 March, 2020"
"No proposal regarding 5% quota for Muslims before Maharashtra govt, says Uddhav Thackeray","PTI - 3 March, 2020",Maharashtra CM Thackeray says the govt hasn't taken any decision on providing 5% quota to Muslims in education unlike the claim by Minority Affairs Minister Nawab Malik.,PTI ," 3 March, 2020"
185 students detained on their way to anti-CAA protest at Ramlila Maidan,"PTI - 3 March, 2020",Around 200 students gathered at Jantar Mantar Tuesday to protest CAA. Former IAS officer and activist Kannan Gopinathan was also present.,PTI ," 3 March, 2020"
Punjab assembly seeks to make Punjabi compulsory first language in all schools,"Chitleen K Sethi - 3 March, 2020",Resolution states functioning of courts & govt offices should be done in Punjabi & that laws will be brought in to punish those ‘working against Punjabi language’.,Chitleen K Sethi ," 3 March, 2020"
Regulatory lapses & policy uncertainty are pushing infra financing into crisis: Experts,"Remya Nair - 3 March, 2020","At CPR Dialogues 2020, former SEBI chief U.K Sinha said there is a lack of accountability when it came to infrastructure financing institutions.",Remya Nair ," 3 March, 2020"
Modi govt restricts exports of common drugs on fear of coronavirus shortages,"Ari Altstedter - 3 March, 2020",The drugs include over-the-counter painkiller and fever reducer paracetamol and finished pills that include it.,Ari Altstedter ," 3 March, 2020"
"UN human rights body moves Supreme Court over CAA, govt says it’s internal matter","Apoorva Mandhani - 3 March, 2020","Michelle Bachelet, the UN human rights body chief, has filed an application in the Supreme Court stating the CAA unequally places other communities at such risk.",Apoorva Mandhani ," 3 March, 2020"
Price controls more important than ever for drugs used to treat prevalent diseases: Report,"Himani Chandna - 3 March, 2020",The report published by Brookings India Tuesday says price control is a double-edged sword that should be carefully used for growth of industry & interest of consumers.,Himani Chandna ," 3 March, 2020"
PM Modi holds extensive review for coronavirus preparedness,"PTI - 3 March, 2020","Six people were confirmed with the virus after sample testing in Agra, and since then have been kept in isolation at Safdarjung Hospital in Delhi.",PTI ," 3 March, 2020"
Civil servants and politicians aren’t worried about outcomes of govt spending: Experts,"Remya Nair - 3 March, 2020","At CPR Dialogues 2020, ex-advisor to PM Rathin Roy says politicians are serious about cash transfers but not about public service delivery like education, healthcare.",Remya Nair ," 3 March, 2020"
Noida’s Shriram Millennium School shuts after father of student tests positive for coronavirus,"Kritika Sharma - 3 March, 2020","Another Noida institution — the Shiv Nadar School — shut down as preventive action. The Shriram School, with campuses in Delhi and Gurugram, will also close from 5 and 9 March, respectively.",Kritika Sharma ," 3 March, 2020"
"Man in red shirt, who pointed a gun at police & became face of Delhi riots, arrested in UP","Ananya Bhardwaj - 3 March, 2020","Shahrukh doesn’t have a police record, but he's known to hang out with criminals and his parents face cases of drug peddling, police sources say.",Ananya Bhardwaj ," 3 March, 2020"
How anti-CAA protests in Meghalaya are different from those in the rest of the country,"ThePrint Team - 3 March, 2020","In Episode 404 of #CutTheClutter, Shekhar Gupta explains the anti-CAA protests that have rocked the state into curfew and the reason behind it.",ThePrint Team ," 3 March, 2020"
"As #NoModiNoTwitter trends, PM says not quitting social media, just ‘celebrating women’","Regina Mihindukulasuriya - 3 March, 2020","PM Modi had shocked followers Monday when he tweeted that he was ‘thinking of’ giving up his Facebook, Twitter, Instagram and YouTube accounts.",Regina Mihindukulasuriya ," 3 March, 2020"
"IITs to be roped in for construction of Ram Mandir, says govt-appointed trust","Neelam Pandey - 3 March, 2020",The Ram temple trust is looking to rope in one of the IITs to help with technical work required before the construction starts.,Neelam Pandey ," 3 March, 2020"
"Peace, harmony and unity prerequisites for India’s development, says PM Modi","PTI - 3 March, 2020","Speaking at the BJP parliamentary party meet, PM Modi said political interests are 'supreme' for some parties but for the BJP, 'national interest is above everything'.",PTI ," 3 March, 2020"
‘Lateral entry in civil services vital to state’s ability to deliver to citizens’,"Revathi Krishnan - 3 March, 2020","Speaking at CPR Dialogues 2020, T.V. Somanathan, secretary in Department of Expenditure, said lateral entries should be based on merit & not on political connections.",Revathi Krishnan ," 3 March, 2020"
Delhi Police’s use of facial recognition doesn’t fit into idea of democracy: Shashi Tharoor,"Apoorva Mandhani - 3 March, 2020","Speaking at the CPR Dialogues 2020, Congress MP says Artificial Intelligence (AI) has ‘positive potential’ but ‘far greater propensity’ to interfere with human rights.",Apoorva Mandhani ," 3 March, 2020"
US firm helps J&K build firewall to keep social media off-limits even when internet returns,"Azaan Javaid - 3 March, 2020","There are indications that the current bar on fixed-line internet in Kashmir might be eased soon, but social media restrictions are likely to stay.",Azaan Javaid ," 3 March, 2020"
"Na tired, Na retired — How Modi govt uses Vajpayee line to hold on to retired IAS officers","Sanya Dhingra - 3 March, 2020","From PMO to Niti Aayog, from cultural bodies to Railway Board, from apex security council to Ayushman Bharat — Modi’s India is now run by carefully chosen set of retired officers.",Sanya Dhingra ," 3 March, 2020"
"Now, all IITs, IIMs will launch endowment funds to tap successful alumni for donations","Kritika Sharma - 3 March, 2020","An established concept in premier western universities, endowment funds only made a debut in India last year with IIT-Delhi.",Kritika Sharma ," 3 March, 2020"
"Tech intervention in welfare schemes necessary, but requires social integration: Experts","Samyak Pandey - 2 March, 2020","On the sidelines of CPR Dialogues 2020, experts agreed over the need to make usage of technology in welfare schemes more collaborative.",Samyak Pandey ," 2 March, 2020"
"Woman undergoes DNA test to claim severed, charred leg of father killed in Delhi riots","PTI - 2 March, 2020","Mohammad Anwar, who was allegedly shot and burnt during the riots, financially supported his only daughter, her visually impaired husband and two children.",PTI ," 2 March, 2020"
"Residents return home to Delhi’s riot-hit Shiv Vihar after a week, find everything gone","Fatima Khan - 2 March, 2020","Residents who fled during last week’s Delhi communal riots say it’s not safe enough to move back, security forces say ‘only so much’ they can do to prevent burglaries.",Fatima Khan ," 2 March, 2020"
"Link Indian agriculture with global chains, liberalise agro-commodity markets: Experts","Samyak Pandey - 2 March, 2020","On the sidelines of Centre for Policy Research Dialogues 2020, experts urged the Modi govt to take comprehensive reforms in the sector.",Samyak Pandey ," 2 March, 2020"
Omar Abdullah detained under PSA because of past conduct: Jammu & Kashmir administration,"PTI - 2 March, 2020",The J&K administration said Omar Abdullah's criticism of the scrapping of Article 370 was calculated to disturb public peace and tranquility.,PTI ," 2 March, 2020"
SC rejects SIT plea seeking early hearing against Sajjan Kumar in 1984 anti-Sikh riots case,"PTI - 2 March, 2020",Former Congress leader Sajjan Kumar has been sentenced to life imprisonment for killing 5 Sikhs and burning a gurudwara in Delhi's 1984 riots,PTI ," 2 March, 2020"
"Delhi’s public health system inflicted trauma on riot victims, alleges advocacy group","Swagata Yadavar - 2 March, 2020","In its report, Jan Swasthya Abhiyan said public health institutions added to difficulties for victims. At least 46 people were killed in the Delhi riots.",Swagata Yadavar ," 2 March, 2020"
BSF gives Rs 10 lakh to jawan whose house burnt in Delhi riots & pledges to rebuild it,"PTI - 2 March, 2020","The riots in areas like Jaffrabad, Maujpur, Gokalpuri, Khajuri Khas and Bhajanpur have left over 40 people dead and more than 200 injured.",PTI ," 2 March, 2020"
Ministry of Home Affairs receives 16 December rape convict Pawan Gupta’s mercy petition,"PTI - 2 March, 2020",The President has rejected mercy petitions of the other convicts. The execution is scheduled to be carried out at 6 AM on 3 March.,PTI ," 2 March, 2020"
Kejriwal announces Rs 1 crore honorarium for family of IB staffer killed in Delhi riots,"PTI - 2 March, 2020",Delhi CM Arvind Kejriwal hailed the bravery of the late Intelligence Bureau officer Ankit Sharma and announced a govt job for one person of his family.,PTI ," 2 March, 2020"
"Youth Congress holds protest over Delhi riots, seeks Amit Shah’s resignation","PTI - 2 March, 2020","Congress' youth wing also demanded registration of FIRs against BJP's Kapil Mishra, Anurag Thakur and Parvesh Verma for their purported hate speeches.",PTI ," 2 March, 2020"
Supreme Court agrees to hear plea seeking lodging of FIRs over Delhi riots on 4 March,"PTI - 2 March, 2020","The top court bench, headed by Chief Justice S A Bobde, said that while the court wishes for peace, it has limitations and is not equipped to handle such pressure.",PTI ," 2 March, 2020"
"Diljit Dosanjh post leads to Ivanka Trump meme fest on Twitter, and she ‘appreciates’ it","Kairvy Grewal - 2 March, 2020","Ivanka Trump, who was on a two-day visit to India last week, even replied to the tweets, saying she has made many 'new friends'.",Kairvy Grewal ," 2 March, 2020"
Supreme Court dismisses curative plea of 16 December gangrape convict Pawan Gupta,"PTI - 2 March, 2020",A five-judge bench headed by Justice N V Ramana said that no case has been made out to re-examine the conviction and punishment of Pawan Gupta.,PTI ," 2 March, 2020"
Modi govt permits airlines to provide in-flight Wi-Fi services,"PTI - 2 March, 2020",Vistara CEO Leslie Thng said that it would be the first carrier in India to provide the service.,PTI ," 2 March, 2020"
