Headlines,Summaries,Author,Date,Day,Month,Year,Day_Of_Week,Result_Headline,Result_Summary,Positive_Headline,Neutral_Headline,Negative_Headline,Positive_Summary,Neutral_Summary,Negative_Summary,Result_Headline_negative,Result_Headline_neutral,Result_Headline_positive,Result_Summary_negative,Result_Summary_neutral,Result_Summary_positive
delhi court postpones hanging december 2012 gangrape convict till order,december 2012 gangrape convict scheduled hanged 1 february 6,PTI ,1/31/2020,31,1,2020,4,neutral,neutral,0.0,0.99,0.01,0.0,0.88,0.12,0,1,0,0,1,0
army set quarantine facility manesar indian arriving coronavirus-hit china,air india flight sent wuhan friday bring 300 indian student hubei province epicentre coronavirus outbreak,PTI ,1/31/2020,31,1,2020,4,neutral,neutral,0.0,0.99,0.01,0.0,0.89,0.11,0,1,0,0,1,0
delhi police chief amulya patnaik get month extension ‘ public interest ’,home ministry extended amulya patnaik tenure police commissioner view delhi assembly election scheduled place week,PTI ,1/31/2020,31,1,2020,4,neutral,neutral,0.04,0.88,0.08,0.0,0.99,0.01,0,1,0,0,1,0
tm krishna ’ s book celebrating dalit christian mrdangam maker trigger row tamil nadu,kalakshetra foundation chaired ex-cec gopalaswami cancel permission vocalist t.m krishna book mrdangam maker launched asian college journalism,Aananth Daksnamurthy ,1/31/2020,31,1,2020,4,neutral,neutral,0.0,1.0,0.0,0.0,0.75,0.25,0,1,0,0,1,0
r affiliate want nirmala sitharaman ’ s budget tomorrow,organisation backed r representation govt expectation union budget 2020 come amid acute resource crunch,Arun Anand ,1/31/2020,31,1,2020,4,neutral,neutral,0.03,0.91,0.06,0.01,0.98,0.01,0,1,0,0,1,0
postcard news co-founder ‘ heckled ’ mangaluru airport asked sing vande mataram,karnataka congress spokesperson kavita reddy & woman asked postcard news founder mahesh vikram hegde sing vande mataram prove ‘ indian-ness ’,Rohini Swamy ,1/31/2020,31,1,2020,4,neutral,neutral,0.01,0.99,0.0,0.01,0.99,0.0,0,1,0,0,1,0
air india plane departs china bring indian coronavirus-hit wuhan,doctor health ministry paramedical personnel on-board flight left delhi 400 indian expected evacuated wuhan,PTI ,1/31/2020,31,1,2020,4,neutral,neutral,0.01,0.99,0.0,0.01,0.96,0.03,0,1,0,0,1,0
president kovind call citizenship law ‘ historic ’ spark opposition protest parliament,opposition member yelled `` shame shame '' parliament president kovind said caa fulfilled mahatma gandhi wish,PTI ,1/31/2020,31,1,2020,4,negative,negative,0.0,0.27,0.73,0.0,0.01,0.99,1,0,0,1,0,0
3 terrorist killed policeman injured gunfire near toll plaza j & k ’ s nagrota,encounter took place 5am friday morning police team stopped srinagar-bound truck checking near toll plaza ban area nagrota,PTI ,1/31/2020,31,1,2020,4,negative,negative,0.0,0.0,1.0,0.0,0.03,0.97,1,0,0,1,0,0
wipro ’ s ceo departs fails close gap tc infosys,ceo abidali neemuchwala presided 13 % rise wipro ’ s stock tenure lagged infosys ’ 33 % tc ’ 78 % rally period,Saritha Rai ,1/31/2020,31,1,2020,4,negative,negative,0.0,0.0,1.0,0.0,0.17,0.83,1,0,0,1,0,0
sell air india indian entity r tell modi govt,swadeshi lobby like swadeshi jagran manch bharatiya mazdoor sangh section bjp opposed air india sale national interest,Remya Nair ,1/31/2020,31,1,2020,4,neutral,neutral,0.01,0.98,0.01,0.28,0.68,0.04,0,1,0,0,1,0
hizbul militant arrested j & k dsp touch independent mla official,naveed alias babu nia custody claimed touch mla establish hizbul terror base north kashmir,Sumir Kaul ,1/31/2020,31,1,2020,4,neutral,negative,0.01,0.67,0.32,0.0,0.23,0.77,0,1,0,1,0,0
shooter jamia ‘ strong nationalistic ’ view met ‘ anti-social element ’,minor opened fire anti-caa protest near jamia millia islamia campus class 12 student private school uttar pradesh jewar,Shafaque Alam ,1/31/2020,31,1,2020,4,neutral,negative,0.13,0.66,0.21,0.0,0.33,0.67,0,1,0,1,0,0
‘ common issue ’ — chhattisgarh doesn ’ t want zonal council uttarakhand,cm bhupesh baghel tell amit shah chhattisgarh direct geographical social affinity uttarakhand discus common issue central zonal council,Prithviraj Singh ,1/31/2020,31,1,2020,4,neutral,neutral,0.01,0.96,0.03,0.0,0.99,0.01,0,1,0,0,1,0
23 kid held hostage rescued cop shoot accused dead local beat wife death,accused invited child daughter birthday party held hostage police retaliated man opened fire killing spot,PTI ,1/31/2020,31,1,2020,4,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
delhi police say jamia firing incident happened second personnel didn ’ t time react,tension spiralled jamia nagar thursday afternoon man fired protester injuring student amid heavy police presence,PTI ,1/31/2020,31,1,2020,4,negative,negative,0.0,0.01,0.99,0.0,0.04,0.96,1,0,0,1,0,0
modi govt want egypt buy surplus wheat refusing turkey desperate iran,"egypt main wheat buying agency looking purchase 6,00,000 mt soft milling wheat india eyeing contract",Samyak Pandey ,1/31/2020,31,1,2020,4,negative,neutral,0.0,0.06,0.94,0.01,0.96,0.03,1,0,0,0,1,0
wildlife sanctuary india host cheetah brought africa,based 2010 govt report theprint list site serve cheetah habitat india including kuno sanctuary mp,Mohana Basu ,1/31/2020,31,1,2020,4,neutral,neutral,0.02,0.97,0.01,0.01,0.99,0.0,0,1,0,0,1,0
aicte punish college wrong information prospectus,new aicte rule ask engineering management college upload prospectus website correct information sell printed copy reasonable price,Kritika Sharma ,1/31/2020,31,1,2020,4,negative,neutral,0.0,0.0,1.0,0.02,0.98,0.0,1,0,0,0,1,0
gunman mentally unstable ’ s terrorist — jamia student brazen shooting,wave shock country armed assailant way anti-caa protest near jamia campus thursday afternoon,Fatima Khan ,1/30/2020,30,1,2020,3,negative,negative,0.0,0.0,1.0,0.0,0.08,0.92,1,0,0,1,0,0
arrested comment caa protest dr kafeel khan say fear encounter cop,dr kafeel khan came limelight 2017 gorakhpur infant death case arrested making allegedly inflammatory remark amu caa protest,PTI ,1/30/2020,30,1,2020,3,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
india ’ s transition democracy mobocracy complete tweet mehbooba jamia shooting,mehbooba mufti daughter iltija operating mother twitter handle august 5 year jammu & kashmir cm detention,PTI ,1/30/2020,30,1,2020,3,neutral,neutral,0.01,0.99,0.0,0.0,0.98,0.02,0,1,0,0,1,0
delhi court issue notice tihar plea staying december 2012 convict execution,advocate ap singh representing convict urged court adjourn 1 february execution `` sine die '' legal remedy availed,PTI ,1/30/2020,30,1,2020,3,neutral,negative,0.02,0.76,0.22,0.0,0.05,0.95,0,1,0,1,0,0
’ t trust huawei china risked world ’ s health coronavirus r affiliate leader,swadeshi jagran manch ’ s national co-convener ashwini mahajan say ’ s guarantee chinese telecom giant huawei jeopardise india ’ s security,Shanker Arnimesh ,1/30/2020,30,1,2020,3,negative,neutral,0.07,0.23,0.7,0.24,0.75,0.01,1,0,0,0,1,0
16 december delhi gangrape convict hanged tihar decide,convict vinay ’ t executed mercy plea president 2 haven ’ t filed theirs mukesh exhausted option hanged,Ananya Bhardwaj ,1/30/2020,30,1,2020,3,neutral,negative,0.0,0.98,0.02,0.03,0.03,0.94,0,1,0,1,0,0
kunal kamra ’ s behaviour unsavoury warrant banned say indigo pilot,indigo pilot commanding mumbai-lucknow flight kunal kamra arnab goswami took 28 january,Revathi Krishnan ,1/30/2020,30,1,2020,3,negative,neutral,0.0,0.05,0.95,0.0,1.0,0.0,1,0,0,0,1,0
ec meet delhi police jamia shooting reject poll postponement talk,ec-delhi police meeting come amid claim aap bjp want postpone delhi election pretext deteriorating law order situation,Sanya Dhingra ,1/30/2020,30,1,2020,3,negative,negative,0.0,0.03,0.97,0.0,0.5,0.5,1,0,0,1,0,0
conservationist upset rajinikanth akshay kumar & bear grylls man v wild,upcoming episode popular discovery man v wild feature superstar akshay kumar rajinikanth,Rohini Swamy ,1/30/2020,30,1,2020,3,negative,neutral,0.01,0.0,0.99,0.04,0.96,0.0,1,0,0,0,1,0
shoot vote bullet mahatma gandhi ’ s forgotten vision & ‘ permitted item ’ airline,best cartoon day chosen editor theprint,Shubhangi Misra ,1/30/2020,30,1,2020,3,neutral,positive,0.02,0.85,0.13,1.0,0.0,0.0,0,1,0,0,0,1
karnataka govt give cbi permission indict 2 ip officer multi-core ima ponzi scam,"officer hemant nimbalkar ajay hillori accused shielding monetary advisory group chief m.m khan r 2,500-crore ponzi scam case",Rohini Swamy ,1/30/2020,30,1,2020,3,negative,negative,0.0,0.01,0.99,0.0,0.15,0.85,1,0,0,1,0,0
send child caa protest home face action lucknow cwc warns parent,lucknow child welfare committee wednesday issued notice saying parent face action juvenile justice act exerting 'mental stress ' child,PTI ,1/30/2020,30,1,2020,3,negative,neutral,0.0,0.02,0.98,0.0,0.68,0.32,1,0,0,0,1,0
‘ shaheen bagh khel khatam ’ — facebook post gunman minute opened fire jamia,man opened fire delhi ’ s jamia nagar identified resident roamed area hour 3 facebook life,Ananya Bhardwaj ,1/30/2020,30,1,2020,3,neutral,neutral,0.01,0.66,0.33,0.0,1.0,0.0,0,1,0,0,1,0
2 men prominent kolkata business family arrested ‘ filming 182 woman extortion ’,police arrested aditya agarwal anish loharuka running sleaze racket 2013 'repeatedly harass blackmail extort woman ',Madhuparna Das ,1/30/2020,30,1,2020,3,negative,negative,0.0,0.17,0.83,0.0,0.03,0.97,1,0,0,1,0,0
court dismisses december 2012 gangrape convict ’ s curative plea 2 day execution,akshay kumar singh convict december 2012 gangrape case file curative petition convict set hanged 1 february 6,PTI ,1/30/2020,30,1,2020,3,neutral,neutral,0.01,0.78,0.21,0.0,0.96,0.04,0,1,0,0,1,0
ec ban anurag thakur parvesh verma campaigning delhi assembly election,election commission barred anurag thakur campaigning day parvesh verma campaign day failed satisfactorily respond cause notice,PTI ,1/30/2020,30,1,2020,3,neutral,negative,0.01,0.91,0.08,0.0,0.0,1.0,0,1,0,1,0,0
man fire jamia student protesting citizenship law injured,unidentified assailant reportedly yelled 'ye lo azaadi ' crowd brandished gun triggering panic delhi jamia area,PTI ,1/30/2020,30,1,2020,3,negative,negative,0.03,0.2,0.77,0.0,0.02,0.98,1,0,0,1,0,0
kerala student india ’ s confirmed case coronavirus,health ministry statement say kerala student wuhan university china kept isolation,Angana Chakrabarti ,1/30/2020,30,1,2020,3,neutral,neutral,0.01,0.98,0.01,0.01,0.55,0.44,0,1,0,0,1,0
air india sale discussed 9 firm including british airway indigo spicejet tatas,modi govt official met 9 company roadshows preliminary talk gauge interest buying loss-making air india,Siddhartha Singh ,1/30/2020,30,1,2020,3,neutral,neutral,0.0,1.0,0.0,0.06,0.61,0.33,0,1,0,0,1,0
chinese institute scanner arrest harvard professor ‘ espionage ’,arrest week harvard professor lying tie china shedding light confucius institute ratcheting pressure college,Janet Lorin ,1/30/2020,30,1,2020,3,negative,neutral,0.0,0.16,0.84,0.01,0.6,0.39,1,0,0,0,1,0
mahatma gandhi ‘ called war ’ pakistan missed nobel peace prize,nobel archive mahatma gandhi peace prize shortlist thrice misleading news report later assassination denied chance,Ashish Mehta ,1/30/2020,30,1,2020,3,positive,negative,0.44,0.24,0.32,0.01,0.0,0.99,0,0,1,1,0,0
poem caa book politics urdu couplet — latest author mamata banerjee,west bengal cm mamata banerjee released 13 book — including collection 946 poem — kolkata book fair week taking tally 101,Madhuparna Das ,1/30/2020,30,1,2020,3,neutral,neutral,0.01,0.99,0.0,0.0,0.99,0.01,0,1,0,0,1,0
kejriwal duck team shah ’ s bodyline bowling delhi slog over test patience,bjp going all-out corner aap changing campaign narrative far focused governance delhi,Neelam Pandey ,1/30/2020,30,1,2020,3,neutral,neutral,0.19,0.77,0.04,0.03,0.85,0.12,0,1,0,0,1,0
wish town lost hope india ’ s ‘ achche din ’ dream lie shattered,wish town ’ s failure tell story economy distress banking system pain & consumer worried job cut & rising cost spend,Vrishti Beniwal ,1/30/2020,30,1,2020,3,negative,negative,0.45,0.02,0.53,0.0,0.0,1.0,1,0,0,1,0,0
graduate keen investigation data analysis cbi ready teach,intern graduate post-graduates research assistant & allowed work cbi eight-week period,Ananya Bhardwaj ,1/30/2020,30,1,2020,3,positive,neutral,0.95,0.05,0.0,0.01,0.98,0.01,0,0,1,0,1,0
govt operate 2 flight bring indian coronavirus-hit china,india tuesday started preparation evacuate 250 national student research scholar professional stuck china hubei province,PTI ,1/29/2020,29,1,2020,2,neutral,negative,0.01,0.99,0.0,0.0,0.07,0.93,0,1,0,1,0,0
december 2012 death row convict file mercy petition president kovind,vinay sharma set executed 1 february december 2012 gangrape murder president rejected convict mercy plea,PTI ,1/29/2020,29,1,2020,2,negative,negative,0.0,0.11,0.89,0.01,0.09,0.9,1,0,0,1,0,0
air india indigo global airline suspending flight china coronavirus panic,coronavirus outbreak began wuhan december claimed 132 life country infected thousand,PTI ,1/29/2020,29,1,2020,2,negative,negative,0.0,0.33,0.67,0.0,0.01,0.99,1,0,0,1,0,0
ban foreign donation indian ngo ex-cbi acting chief writes r mouthpiece,article r mouthpiece organiser m. nageswara rao say overseas indian acting agent allowed donate ngo,Shanker Arnimesh ,1/29/2020,29,1,2020,2,negative,neutral,0.01,0.14,0.85,0.0,0.97,0.03,1,0,0,0,1,0
cbi waiting 4 month sanction prosecute 3 mp show latest cvc data,cbi waiting 58 case involving 130 lok sabha mp bureaucrat bank official alleged corruption,PTI ,1/29/2020,29,1,2020,2,neutral,negative,0.01,0.63,0.36,0.0,0.03,0.97,0,1,0,1,0,0
indian largest foreign student population uk china,according new data higher education statistic agency uk seen spike indian studying country despite brexit issue,PTI ,1/29/2020,29,1,2020,2,neutral,neutral,0.01,0.99,0.0,0.02,0.79,0.19,0,1,0,0,1,0
injured jamia student move delhi high court seek probe police violence,md minhajuddin lost vision eye injury sustained delhi police entered jamia campus lathi-charged tear-gassed student,PTI ,1/29/2020,29,1,2020,2,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
nia looking pakistan isi link arrested j & k cop davinder singh,nia probing davinder singh link terror outfit lashkar jaish say j & k cop involved arranging logistics terror operative,Ananya Bhardwaj ,1/29/2020,29,1,2020,2,negative,negative,0.02,0.19,0.79,0.0,0.0,1.0,1,0,0,1,0,0
‘ ’ s like house arrest ’ — indian coronavirus-hit wuhan desperate return home,foreigner left quarantined wuhan local resident travelled celebrate chinese new year student tell theprint,Angana Chakrabarti ,1/29/2020,29,1,2020,2,negative,neutral,0.01,0.24,0.75,0.02,0.94,0.04,1,0,0,0,1,0
‘ anti-national ’ activity play music — iit bombay diktat hostel student,amid anti-caa protest campus iit bombay new hostel rule prohibit distribution poster leaflet pamphlet,Tarun Krishna ,1/29/2020,29,1,2020,2,neutral,neutral,0.0,0.99,0.01,0.01,0.5,0.49,0,1,0,0,1,0
23 day counting fir jnu violence 40 complaint student faculty,main complainant include jnu professor sucharita sen shukla sawant assistant professor mohinder singh complaint attack ‘ predetermined ’,Revathi Krishnan ,1/29/2020,29,1,2020,2,negative,negative,0.0,0.0,1.0,0.0,0.01,0.99,1,0,0,1,0,0
"j & k hunt 7,500 acre land investor ahead april global summit",sprawling sher-i-kashmir international convention centre srinagar identified venue inaugural ceremony j & k investor summit,Azaan Javaid ,1/29/2020,29,1,2020,2,neutral,neutral,0.01,0.99,0.0,0.0,1.0,0.0,0,1,0,0,1,0
ec order bjp remove anurag thakur parvesh verma list star campaigner,poll body barred anurag thakur parvesh verma objectionable comment campaigning bjp delhi election rally,PTI ,1/29/2020,29,1,2020,2,neutral,neutral,0.0,0.88,0.12,0.01,0.52,0.47,0,1,0,0,1,0
election commission issue showcause notice bjp ’ s parvesh verma rape comment,election commission directed bjp drop parvesh verma list star campaigner remark lakh anti-caa protester shaheen bagh rape kill woman,PTI ,1/29/2020,29,1,2020,2,negative,negative,0.0,0.02,0.98,0.0,0.01,0.99,1,0,0,1,0,0
india ’ s cotton trader halt china shipment amid coronavirus panic,mumbai-based kotak commodity service look new buyer cotton country bangladesh indonesia taiwan vietnam,Pratik Parija ,1/29/2020,29,1,2020,2,negative,neutral,0.0,0.24,0.76,0.0,1.0,0.0,1,0,0,0,1,0
‘ backdoor censorship ’ — filmmaker mumbai fest rejected movie critical modi govt,anand patwardhan pankaj rishi accused information broadcasting ministry practising absolute control selection process,Kairvy Grewal ,1/29/2020,29,1,2020,2,negative,negative,0.0,0.01,0.99,0.02,0.1,0.88,1,0,0,1,0,0
un study cite aadhaar commends india tech reduce disparity citizen,un report highlighted india use aadhaar identification system achieve financial inclusion said process likely replicated country future,Yoshita Singh ,1/29/2020,29,1,2020,2,positive,neutral,0.86,0.13,0.01,0.03,0.9,0.07,0,0,1,0,1,0
rss-backed body plan film festival ahmedabad promote indianness cinema,chitra bharati film festival set organised 21-23 february gujarat cm vijay rupani & filmmaker subhash ghai likely inaugurate,Arun Anand ,1/29/2020,29,1,2020,2,neutral,neutral,0.03,0.97,0.0,0.0,1.0,0.0,0,1,0,0,1,0
beating retreat — musical military tradition celebrating republic 7 decade,tracing origin early 1950s beating retreat held 29 january vijay chowk year conclude republic day celebration,Yimkumla Longkumer ,1/29/2020,29,1,2020,2,neutral,negative,0.02,0.96,0.02,0.0,0.34,0.66,0,1,0,1,0,0
army pull force internal security duty northeast gen mm naravane,working plan 18-24 month draw regular force security duty northeast army chief general m.m naravane say,Kairvy Grewal ,1/29/2020,29,1,2020,2,neutral,neutral,0.08,0.87,0.05,0.09,0.86,0.05,0,1,0,0,1,0
